유형,상세분류,시군구코드,도로명코드,도로명주소,기관명,위치X,위치Y,전화번호
학교,고등학교,27230,3145052,대구광역시 북구 학정로 378,운암고등학교,1095949.168999999994412,1771873.638999999966472,053-231-5350
학교,중학교,27260,3146018,대구광역시 수성구 시지로 66,노변중학교,1107868.114999999990687,1760832.431000000098720,(053)232-8046
학교,고등학교,27290,4241097,대구광역시 달서구 당산로30길 30,원화여자고등학교,1094632.824000000022352,1761621.973999999929219,053-235-7101
학교,중학교,27290,4241635,대구광역시 달서구 화암로73길 7,대진중학교,1092113.837999999988824,1757065.425999999977648,053-234-8050
학교,고등학교,27140,4226257,대구광역시 동구 용계로1길 49,정동고등학교,1107679.638000000035390,1765120.108000000007451,053-235-5800
학교,중학교,27290,4241483,대구광역시 달서구 월배로33길 105,월서중학교,1092729.334000000031665,1758621.077000000048429,053-234-8160
학교,고등학교,27260,4238421,대구광역시 수성구 청호로84길 123,정화여자고등학교,1103113.098999999929219,1762032.574999999953434,053-235-7311
학교,중학교,27230,3145026,대구광역시 북구 매전로 56,매천중학교,1094513.712999999988824,1768724.102999999886379,053-233-8241
학교,고등학교,27140,3142022,대구광역시 동구 신덕로 136-11,조일고등학교,1107815.921000000089407,1765713.838999999919906,053-235-9000
학교,중학교,27710,3148027,대구광역시 달성군 다사읍 대실역북로 83,왕선중학교,1087245.262000000104308,1763399.139999999897555,053-235-3765
학교,고등학교,27260,3007020,대구광역시 수성구 신천동로 496,대구중앙고등학교,1100869.641999999992549,1763898.718000000109896,053-790-0000
학교,중학교,27140,3142034,대구광역시 동구 율하동로 20,율원중학교,1108511.328999999910593,1763426.097999999998137,053-232-8200
학교,고등학교,27140,3007001,대구광역시 동구 국채보상로 827,청구고등학교,1101163.699999999953434,1764145.225000000093132,053-235-5000
학교,중학교,27290,3147040,대구광역시 달서구 조암로 59,조암중학교,1092504.983999999938533,1759008.205000000074506,053-234-9321
학교,고등학교,27710,3007026,대구광역시 달성군 현풍읍 비슬로 556-13,포산고등학교,1085770.530999999959022,1744255.134000000078231,053-231-5310
학교,중학교,27140,3142050,대구광역시 동구 이노밸리로 255,새론중학교,1110585.624000000068918,1765425.047999999951571,053-233-5801
학교,고등학교,27710,3007026,대구광역시 달성군 현풍읍 비슬로 675,현풍고등학교,1084882.960999999893829,1745102.365999999921769,053-235-6249
학교,중학교,27290,4241565,대구광역시 달서구 조암로6길 33,월암중학교,1092475.995000000111759,1759447.347999999998137,053-234-8280
학교,고등학교,27200,3144011,대구광역시 남구 효성로 33,협성고등학교,1099220.110000000102445,1760367.206000000005588,053-235-6166
학교,중학교,27230,4235342,대구광역시 북구 칠곡중앙대로136길 29,대구체육중학교,1095383.533999999985099,1774081.283999999985099,053-233-8700
학교,고등학교,27710,3007026,대구광역시 달성군 화원읍 비슬로 2458,화원고등학교,1089388.895999999949709,1756092.898000000044703,053-231-5462
학교,중학교,27290,3147004,대구광역시 달서구 대명천로 167,새본리중학교,1094011.408999999985099,1760823.516999999992549,053-234-7666
학교,고등학교,27290,4241471,대구광역시 달서구 월곡로94길 48,효성여자고등학교,1092882.546000000089407,1760243.510999999940395,053-235-7000
학교,중학교,27230,3145055,대구광역시 북구 내곡로 140,사수중학교,1091670.740999999921769,1767491.784999999916181,053-233-8770
학교,고등학교,27230,4235342,대구광역시 북구 칠곡중앙대로136길 29,대구체육고등학교,1095383.533999999985099,1774081.283999999985099,053-231-7900
학교,중학교,27710,4244650,대구광역시 달성군 유가읍 테크노대로5길 20,유가중학교,1087552.732000000076368,1744306.625999999931082,053-235-2750
학교,고등학교,27290,3147005,대구광역시 달서구 도원남로 80,대곡고등학교,1093682.675000000046566,1756805.855999999912456,053-231-5668
학교,중학교,27140,4226219,대구광역시 동구 아양로39길 30,신아중학교,1102432.253999999957159,1766333.162000000011176,053-232-7130
학교,고등학교,27290,4241222,대구광역시 달서구 새방로7길 33,성산고등학교,1092095.678000000072643,1763334.703999999910593,053-231-5700
학교,중학교,27710,4244498,대구광역시 달성군 현풍읍 지동길 31,한울안중학교,1084245.260000000009313,1741813.888000000035390,053-233-9970
학교,고등학교,27230,3145050,대구광역시 북구 학남로 78,학남고등학교,1096428.510999999940395,1772704.158999999985099,053-231-5870
학교,대학,27200,3144010,대구광역시 남구 현충로 170,영남이공대학교,1097903.320000000065193,1761781.164000000106171,053-650-9114
학교,중학교,27710,4244358,대구광역시 달성군 다사읍 서재로12길 11-11,서동중학교,1089997.152000000001863,1763910.932000000029802,053-233-9810
학교,고등학교,27290,4241166,대구광역시 달서구 미리샘길 52,도원고등학교,1094460.132999999914318,1757040.334999999962747,053-231-6000
학교,중학교,27170,4229181,대구광역시 서구 북비산로45길 7,서대구중학교,1095370.422999999951571,1765376.216999999945983,532337872
학교,고등학교,27140,3142003,대구광역시 동구 금강로 65,강동고등학교,1111012.003000000026077,1763964.408000000054017,053-231-6310
학교,고등학교,27260,3146032,대구광역시 수성구 효행로 17,동문고등학교,1103902.218000000109896,1765135.732000000076368,053-231-6200
학교,고등학교,27140,4226350,대구광역시 동구 팔공산로2길 16,달구벌고등학교,1100124.033999999985099,1778098.289000000106171,053-235-9845
학교,대학,27230,3145028,대구광역시 북구 복현로 35,영진사이버대학교,1101133.655999999959022,1767139.104999999981374,053-940-5500
학교,고등학교,27260,4238335,대구광역시 수성구 용학로28길 36,수성고등학교,1101668.597999999998137,1758895.996999999973923,053-231-6430
학교,대학,27230,3145028,대구광역시 북구 복현로 35,영진전문대학교,1101133.655999999959022,1767139.104999999981374,053-940-5132
학교,고등학교,27290,4241635,대구광역시 달서구 화암로73길 15,대진고등학교,1092006.935000000055879,1757061.277000000001863,053-231-6592
학교,고등학교,27230,3145026,대구광역시 북구 매전로 70,매천고등학교,1094510.182000000029802,1768828.152999999932945,053-231-6700
학교,고등학교,27230,4235484,대구광역시 북구 학정로48길 46,함지고등학교,1095666.985000000102445,1770648.061999999918044,053-231-6840
학교,고등학교,27290,4241078,대구광역시 달서구 달서대로109길 86,호산고등학교,1088657.624000000068918,1761836.784999999916181,053-231-7100
학교,고등학교,27230,3145041,대구광역시 북구 칠성로 13,칠성고등학교,1098502.465000000083819,1765441.286000000080094,053-231-6910
학교,고등학교,27140,3000052,대구광역시 동구 경안로 987,대구일과학고등학교,1110359.277999999932945,1766242.026000000070781,053-231-7700
학교,고등학교,27710,3341005,대구광역시 달성군 현풍읍 테크노북로 100,비슬고등학교,1086366.514999999897555,1744781.154000000096858,053-231-9700
우체국,우정청,27140,3142010,대구광역시 동구 동촌로 1,경북지방우정청,1103270.175000000046566,1766797.648999999975786,053-940-1518
고용,고용센터,27230,2145001,대구광역시 북구 칠곡중앙대로 318,대구강북고용복지플러스센터,1094485.507999999914318,1770214.357000000076368,053-606-8000
고용,고용센터,27260,3007004,대구광역시 수성구 동대구로 392,대구고용복지플러스센터,1101788.081999999936670,1763785.601999999955297,053-667-6000
고용,고용센터,27140,3142028,대구광역시 동구 아양로 22,대구동부고용복지플러스센터,1100802.509000000078231,1765558.804000000003725,053-667-6900
고용,고용센터,27710,4244145,대구광역시 달성군 논공읍 논공중앙로34길 1,대구달성고용복지플러스센터,1086280.064000000013039,1748572.425999999977648,053-605-9510
고용,고용센터,27170,3143006,대구광역시 서구 서대구로 9,대구서부고용복지플러스센터,1095410.766999999992549,1762985.621000000042841,053-605-6500
학교,대학,27170,4229035,대구광역시 서구 국채보상로43길 15,한국폴리텍 VI 대학 대구캠퍼스,1095058.804999999934807,1764680.010000000009313,053-560-3131
학교,대학,27140,3000048,대구광역시 동구 팔공로 222,한국폴리텍 특성화대학 섬유패션캠퍼스,1103032.773000000044703,1769889.722000000067055,010-3292-7477
학교,초등학교,27110,2007002,대구광역시 중구 달구벌대로 2150,경북대학교사범대학부설초등학교,1099141.570999999996275,1763561.783000000054017,053-425-2940
학교,초등학교,27290,3147005,대구광역시 달서구 도원남로 19,대구교육대학교대구부설초등학교,1093275.428000000072643,1757104.560999999986961,053-234-5332
학교,초등학교,27200,4232314,대구광역시 남구 중앙대로47길 55,남대구초등학교,1098104.428000000072643,1762437.209999999962747,053-234-1711
학교,초등학교,27290,3143012,대구광역시 달서구 당산로 123,대구감삼초등학교,1094377.205000000074506,1761909.652999999932945,053-234-2000
학교,초등학교,27290,4241023,대구광역시 달서구 구마로12길 60,대구감천초등학교,1093305.449000000022352,1760350.090000000083819,053-234-2730
학교,초등학교,27200,4232237,대구광역시 남구 앞산순환로93길 33,대구남덕초등학교,1096997.692999999970198,1760150.122999999905005,053-234-2365
학교,초등학교,27200,4232332,대구광역시 남구 현충동길 74,대구남도초등학교,1097655.439000000013039,1761402.884000000078231,053-234-0882
학교,초등학교,27200,4232325,대구광역시 남구 큰골4길 41,대구남명초등학교,1097722.503999999957159,1760302.551999999908730,053-234-1940
학교,초등학교,27290,4241384,대구광역시 달서구 야외음악당로15길 46,대구남부초등학교,1094817.793000000063330,1761388.699999999953434,053-234-1006
학교,초등학교,27290,3147024,대구광역시 달서구 송현로 192,대구남송초등학교,1094413.732000000076368,1760326.838999999919906,053-234-2203
학교,초등학교,27290,3141013,대구광역시 달서구 명덕로 22-9,대구내당초등학교,1096822.820000000065193,1763207.499000000068918,053-234-0401
학교,초등학교,27290,3147047,대구광역시 달서구 한실로 43,대구노전초등학교,1093167.871999999973923,1757348.095999999903142,053-234-3370
학교,초등학교,27290,3147005,대구광역시 달서구 도원남로 60,대구대곡초등학교,1093578.401000000070781,1756811.554999999934807,053-234-3204
학교,초등학교,27290,4241498,대구광역시 달서구 월배로68길 91,대구대남초등학교,1095003.246000000042841,1759143.969999999972060,053-234-2113
학교,초등학교,27200,3144005,대구광역시 남구 대명서로 28,대구대덕초등학교,1095892.260000000009313,1759846.497999999905005,053-234-1051
학교,초등학교,27200,3144003,대구광역시 남구 대명로 100,대구대명초등학교,1096533.524999999906868,1760788.958000000100583,053-234-0203
학교,초등학교,27200,4232099,대구광역시 남구 대봉로26길 33,대구대봉초등학교,1099761.181000000098720,1762246.041999999899417,053-234-0301
학교,초등학교,27290,3147024,대구광역시 달서구 송현로 9,대구대서초등학교,1094847.135999999940395,1758693.810000000055879,053-234-2500
학교,초등학교,27290,3146015,대구광역시 달서구 상화로 70,대구대진초등학교,1092309.840000000083819,1757167.385999999940395,053-234-4264
학교,초등학교,27290,4241118,대구광역시 달서구 대명천로43길 66,대구덕인초등학교,1093425.688000000081956,1760722.462000000057742,053-234-2274
학교,초등학교,27290,3147005,대구광역시 달서구 도원남로 100-30,대구도원초등학교,1094158.063000000081956,1756972.647000000113621,053-234-3540
학교,초등학교,27290,3147036,대구광역시 달서구 장기로 198,대구본리초등학교,1093795.017999999923632,1761392.598999999929219,053-234-1203
학교,초등학교,27200,3144011,대구광역시 남구 효성로 71,대구봉덕초등학교,1099057.422000000020489,1760907.422000000020489,053-234-0571
학교,초등학교,27290,4241455,대구광역시 달서구 월곡로20길 15,대구상원초등학교,1094927.448000000091270,1757166.243999999947846,053-234-3018
고용,위원회,27260,3007004,대구광역시 수성구 동대구로 231,경북지방노동위원회,1101539.966999999945983,1762188.323000000091270,053-667-6500
학교,초등학교,27290,3147029,대구광역시 달서구 월곡로 211,대구상인초등학교,1094196.942000000039116,1757886.634000000078231,053-234-1300
학교,초등학교,27290,4241239,대구광역시 달서구 선원로33길 105,대구선원초등학교,1091688.574000000022352,1763202.307999999960884,053-234-3650
학교,초등학교,27290,3147014,대구광역시 달서구 선원남로 127,대구성곡초등학교,1091510.583000000100583,1762868.739000000059605,053-234-4400
학교,초등학교,27290,4241261,대구광역시 달서구 성당로47길 35,대구성남초등학교,1096822.980999999912456,1762396.443999999901280,053-234-0741
학교,초등학교,27290,3147004,대구광역시 달서구 대명천로 118,대구성당초등학교,1094581.622999999905005,1760957.039000000106171,053-234-1904
학교,초등학교,27200,4232191,대구광역시 남구 성당로30길 55,대구성명초등학교,1096700.652999999932945,1761488.466999999945983,053-234-0910
학교,초등학교,27290,3147014,대구광역시 달서구 선원남로 173,대구성산초등학교,1091998.779000000096858,1762851.276000000070781,053-234-3725
학교,초등학교,27290,2007002,대구광역시 달서구 달구벌대로 1339,대구성서초등학교,1091601.989000000059605,1762189.007999999914318,053-234-1120
학교,초등학교,27290,3147012,대구광역시 달서구 새동네로 27,대구성지초등학교,1091985.675000000046566,1762340.352999999886379,053-234-3275
학교,초등학교,27290,4241613,대구광역시 달서구 학산로2길 38,대구송일초등학교,1093293.567999999970198,1759119.698000000091270,053-234-2640
학교,초등학교,27290,3147024,대구광역시 달서구 송현로 128,대구송현초등학교,1094373.095999999903142,1759635.648000000044703,053-234-1481
학교,초등학교,27290,3147013,대구광역시 달서구 서당로 14,대구신당초등학교,1089960.520999999949709,1762320.019000000087544,053-234-3030
학교,초등학교,27290,4241244,대구광역시 달서구 계대동문로3길 46,대구신서초등학교,1089815.990999999921769,1762833.297999999951571,053-234-3820
고용,지방청,27260,3007004,대구광역시 수성구 동대구로 231,대구지방고용노동청,1101539.966999999945983,1762188.323000000091270,053-667-6200
학교,초등학교,27290,3007009,대구광역시 달서구 두류공원로 257,대구신흥초등학교,1095379.509000000078231,1762717.222000000067055,053-234-0700
학교,초등학교,27200,4232252,대구광역시 남구 영선길 96,대구영선초등학교,1098966.158000000054017,1762372.682999999960884,053-234-0470
학교,초등학교,27290,3147014,대구광역시 달서구 선원남로 22,대구와룡초등학교,1090459.033000000054017,1762744.243000000016764,053-234-3081
학교,초등학교,27290,4241433,대구광역시 달서구 와룡로49길 80,대구용산초등학교,1093187.658000000054017,1762567.583000000100583,053-234-2123
학교,초등학교,27290,3147027,대구광역시 달서구 용산로 260,대구용전초등학교,1093105.165000000037253,1763217.411000000080094,053-234-4074
학교,초등학교,27290,3147009,대구광역시 달서구 상인로 40,대구월곡초등학교,1094793.223999999929219,1757807.602999999886379,053-234-2920
학교,초등학교,27290,3007013,대구광역시 달서구 월배로 131,대구월배초등학교,1092898.046000000089407,1758260.209999999962747,053-234-1406
학교,초등학교,27290,4241620,대구광역시 달서구 학산로7길 26,대구월성초등학교,1093202.013000000035390,1759890.212000000057742,053-234-2584
학교,초등학교,27290,3147010,대구광역시 달서구 상인서로 60,대구월촌초등학교,1094246.638000000035390,1758267.210999999893829,053-234-2876
학교,초등학교,27290,3147014,대구광역시 달서구 선원남로 120,대구이곡초등학교,1091531.500000000000000,1762730.030999999959022,053-234-3563
학교,초등학교,27290,3147036,대구광역시 달서구 장기로 280,대구장기초등학교,1092925.881000000052154,1761363.291999999899417,053-234-4172
고용,지청,27290,3007031,대구광역시 달서구 화암로 301,대구서부지청,1091897.294999999925494,1756954.833000000100583,053-605-9000
학교,초등학교,27290,3147038,대구광역시 달서구 장산로 30,대구장산초등학교,1092686.986000000033528,1762519.334999999962747,053-234-3901
학교,초등학교,27290,4241571,대구광역시 달서구 죽전길 127,대구죽전초등학교,1093895.257999999914318,1762859.560000000055879,053-234-1801
학교,초등학교,27290,4241590,대구광역시 달서구 진천로4길 32,대구진월초등학교,1092895.695999999996275,1757646.868000000016764,053-234-2399
학교,초등학교,27290,4241216,대구광역시 달서구 상화로9길 65,대구진천초등학교,1092109.335999999893829,1757681.671000000089407,053-234-1564
학교,초등학교,27290,4241079,대구광역시 달서구 달서대로109안길 76,대구파호초등학교,1088628.915999999968335,1762005.577999999979511,053-234-4093
우체국,취급국,27110,3141005,대구광역시 중구 동덕로 130,대구동덕취급국,1099693.360000000102445,1763862.794999999925494,053-427-6789
학교,초등학교,27290,3147031,대구광역시 달서구 월성로 76,대구학산초등학교,1092676.750000000000000,1759887.090000000083819,053-234-2453
우체국,취급국,27140,3142009,대구광역시 동구 동부로 76,대구신천3동우편취급국,1101167.125000000000000,1764850.465000000083819,053-752-5757
학교,초등학교,27200,3007012,대구광역시 남구 앞산순환로 707,대구효명초등학교,1099444.182999999960884,1760353.814000000013039,053-234-1701
우체국,취급국,27140,3142028,대구광역시 동구 아양로 352,동대구우체국 제304군사우편출장소,1103389.220999999903142,1767101.324999999953434,053-985-0014
학교,초등학교,27290,3147024,대구광역시 달서구 송현로 81,효성초등학교,1094211.834999999962747,1759121.679999999934807,053-720-5500
우체국,취급국,27140,3142042,대구광역시 동구 해동로 207,동대구우체국 동촌출장소,1103913.424000000115484,1766080.669999999925494,053-983-1100
학교,초등학교,27710,3148002,대구광역시 달성군 가창면 가창로 640,대구가창초등학교,1103788.516000000061467,1753347.743999999947846,053-235-1130
우체국,취급국,27140,4226377,대구광역시 동구 화랑로80길 8,대구강촌우편취급국,1105288.810000000055879,1764995.300999999977648,053-985-2220
학교,초등학교,27710,4244502,대구광역시 달성군 구지면 창리로11길 45-11,대구구지초등학교,1082598.081999999936670,1740832.191000000108033,053-235-0702
우체국,취급국,27140,4226276,대구광역시 동구 율하동로20길 30,대구모란우편취급국,1108821.743999999947846,1764126.416999999899417,053-963-0999
학교,초등학교,27710,4244086,대구광역시 달성군 옥포읍 금계길 55,대구금계초등학교,1085283.851999999955297,1755123.665000000037253,053-235-0343
우체국,취급국,27140,4226302,대구광역시 동구 팔공로101길 63,대구팔공우편취급국,1102904.700999999884516,1772174.168999999994412,053-981-7176
학교,초등학교,27710,4244092,대구광역시 달성군 논공읍 금포초등길 28,대구금포초등학교,1083651.209000000031665,1753494.635000000009313,053-235-0440
우체국,취급국,27170,4229348,대구광역시 서구 평리로50길 28,대구내당4동우편취급국,1094863.165999999968335,1763137.543000000063330,053-566-1235
학교,초등학교,27710,3148011,대구광역시 달성군 논공읍 논공로 258,대구남동초등학교,1086503.628000000026077,1748013.679000000003725,053-235-1210
우체국,취급국,27170,3143007,대구광역시 서구 염색공단로 17,대구염색공단우편취급국,1095120.604999999981374,1766254.898999999975786,053-353-9005
학교,초등학교,27710,3148013,대구광역시 달성군 다사읍 다사로 86,대구다사초등학교,1086529.510999999940395,1764075.502000000094995,053-235-0805
우체국,취급국,27170,3143005,대구광역시 서구 북비산로 311,대구평리1동우편취급국,1096347.757999999914318,1765317.543000000063330,053-562-9717
학교,초등학교,27710,4244176,대구광역시 달성군 하빈면 달구벌대로55길 104-4,대구동곡초등학교,1082805.743999999947846,1765141.784999999916181,053-235-0777
우체국,취급국,27170,4229233,대구광역시 서구 서대구로42길 42,대구대평리우편취급국,1095636.702000000048429,1765008.820999999996275,053-559-4566
학교,초등학교,27710,4244445,대구광역시 달성군 옥포읍 용연사길 5,대구반송초등학교,1089925.391999999992549,1751595.509000000078231,053-235-0392
우체국,취급국,27170,3143004,대구광역시 서구 문화로 164,대구이현공단우편취급국,1094844.296000000089407,1764730.700999999884516,053-555-0507
학교,초등학교,27710,4244120,대구광역시 달성군 논공읍 논공로11길 18,대구북동초등학교,1085128.972999999998137,1748537.620000000111759,053-235-0493
우체국,취급국,27200,3141012,대구광역시 남구 대봉로 100,대구이천동우편취급국,1099713.243000000016764,1761816.475000000093132,053-473-3585
학교,초등학교,27710,3007019,대구광역시 달성군 다사읍 서재로 100,대구서재초등학교,1090128.220999999903142,1764388.553000000072643,053-235-0902
우체국,취급국,27200,3144007,대구광역시 남구 봉덕로 61,대구봉덕1동우편취급국,1099114.124000000068918,1761530.250000000000000,053-475-8585
학교,초등학교,27710,3007026,대구광역시 달성군 옥포읍 비슬로 2220,대구옥포초등학교,1087130.962000000057742,1755025.077999999979511,053-235-0303
우체국,취급국,27200,4232279,대구광역시 남구 자유1길 5,대구대명9동우편취급국,1097848.960999999893829,1761024.135000000009313,053-627-9288
학교,초등학교,27710,4244018,대구광역시 달성군 가창면 가창로221길 1,대구용계초등학교,1101338.257999999914318,1757037.855999999912456,053-235-1055
우체국,취급국,27200,3144003,대구광역시 남구 대명로 38,대구성명우편취급국,1095900.290999999968335,1760731.939999999944121,053-626-0014
학교,초등학교,27710,4244650,대구광역시 달성군 유가읍 테크노대로5길 34,대구유가초등학교,1087558.933999999891967,1744430.051999999908730,053-235-2578
우체국,취급국,27230,3145043,대구광역시 북구 침산남로 163,대구침산2동우편취급국,1098699.567999999970198,1766257.929000000003725,053-314-3700
학교,초등학교,27710,3000062,대구광역시 달성군 하빈면 하빈로 391-1,대구하빈초등학교,1085016.837999999988824,1767630.608000000007451,053-235-1000
우체국,취급국,27230,4235110,대구광역시 북구 노원로25길 23,대구제3공단우편취급국,1096839.066000000108033,1767423.335999999893829,053-357-3002
학교,초등학교,27710,4244271,대구광역시 달성군 현풍읍 비슬로134길 167-6,대구현풍초등학교,1085808.969999999972060,1745064.693999999901280,053-235-0584
우체국,취급국,27230,3145021,대구광역시 북구 대학로 80,경북대학교우편취급국,1100567.553000000072643,1766401.909999999916181,053-955-5281
학교,초등학교,27710,3148049,대구광역시 달성군 화원읍 명천로 181,대구화남초등학교,1090182.512000000104308,1756404.993000000016764,053-235-1272
우체국,취급국,27230,3145004,대구광역시 북구 검단로 117,대구유성아파트우편취급국,1101076.837000000057742,1768447.436999999918044,053-383-1510
학교,초등학교,27710,3007026,대구광역시 달성군 화원읍 비슬로 2580,대구화원초등학교,1090291.487999999895692,1756747.344000000040978,053-235-0205
우체국,취급국,27230,4235490,대구광역시 북구 호국로51길 45-6,대구무태우편취급국,1098677.415000000037253,1770389.337000000057742,053-951-1088
학교,초등학교,27110,3141004,대구광역시 중구 달성로 15,계성초등학교,1097607.750999999931082,1763773.946999999927357,053-253-4191
우체국,취급국,27230,4235348,대구광역시 북구 칠곡중앙대로52길 71,대구칠곡1동우편취급국,1094743.293000000063330,1770283.554999999934807,053-314-3700
학교,초등학교,27260,4238420,대구광역시 수성구 청호로76길 12,대구경동초등학교,1102882.823000000091270,1762340.750000000000000,053-232-2982
우체국,취급국,27260,3146012,대구광역시 수성구 범어로 76,대구대동우편취급국,1102547.385000000009313,1762766.283000000054017,053-752-0444
학교,초등학교,27260,2007002,대구광역시 수성구 달구벌대로 3067,대구고산초등학교,1107750.445000000065193,1761482.878999999957159,053-232-2670
학교,초등학교,27140,4226303,대구광역시 동구 팔공로197길 35,대구공산초등학교,1107369.647000000113621,1773961.618000000016764,053-232-2200
학교,초등학교,27110,3141001,대구광역시 중구 남산로 70,대구남산초등학교,1097756.693999999901280,1763506.449000000022352,053-232-0314
학교,초등학교,27260,3146005,대구광역시 수성구 노변공원로 52,대구노변초등학교,1108162.556000000098720,1760799.097999999998137,053-232-4545
학교,초등학교,27260,4238022,대구광역시 수성구 교학로12길 42,대구대청초등학교,1103856.899999999906868,1762209.703999999910593,053-232-3500
학교,초등학교,27140,4226215,대구광역시 동구 아양로34길 50,대구덕성초등학교,1101860.193999999901280,1765645.256999999983236,053-232-3402
학교,초등학교,27110,4223075,대구광역시 중구 동덕로26길 20,대구동덕초등학교,1099730.992000000085682,1763693.872999999905005,053-232-0844
학교,초등학교,27260,4238131,대구광역시 수성구 동대구로57길 8,대구동도초등학교,1101489.236999999964610,1762866.854999999981374,053-232-0482
학교,초등학교,27260,4238468,대구광역시 수성구 효행로2길 111,대구동문초등학교,1104028.587999999988824,1764863.735000000102445,053-232-3242
학교,초등학교,27140,4226200,대구광역시 동구 신암북로7길 22,대구동부초등학교,1101072.304999999934807,1766292.845999999903142,053-232-1844
학교,초등학교,27260,4238121,대구광역시 수성구 동대구로42길 29,대구동산초등학교,1101871.007999999914318,1761983.875000000000000,053-232-2894
보훈,보훈,27140,4226075,대구광역시 동구 동북로71길 33,국립신암선열공원관리소,1102088.264999999897555,1766593.737999999895692,053-945-5141
학교,초등학교,27260,3146017,대구광역시 수성구 수성로 311,대구동성초등학교,1100473.155000000027940,1762450.074999999953434,053-232-1506
학교,초등학교,27140,3142020,대구광역시 동구 송라로 123,대구동신초등학교,1100651.212000000057742,1765206.391000000061467,053-232-1703
학교,초등학교,27260,3007001,대구광역시 수성구 국채보상로 1000,대구동원초등학교,1102910.348999999929219,1763746.573000000091270,053-232-2182
학교,초등학교,27110,3007001,대구광역시 중구 국채보상로 728,대구동인초등학교,1100165.426999999908730,1764070.527000000001863,053-232-0733
학교,초등학교,27260,3146008,대구광역시 수성구 들안로 311,대구동일초등학교,1100843.956000000005588,1762970.652000000001863,053-232-3200
학교,초등학교,27260,4238250,대구광역시 수성구 상록로16길 20,대구동천초등학교,1101596.291999999899417,1763834.182000000029802,053-232-1484
학교,초등학교,27140,3142010,대구광역시 동구 동촌로 168,대구동촌초등학교,1104609.145999999949709,1765668.878000000026077,053-232-1000
학교,초등학교,27260,4238135,대구광역시 수성구 동대구로6길 31,대구두산초등학교,1101707.973999999929219,1760151.465000000083819,053-232-3592
학교,초등학교,27260,4238045,대구광역시 수성구 국채보상로214길 33,대구만촌초등학교,1103642.932000000029802,1764010.156999999890104,053-232-2010
학교,초등학교,27260,4238100,대구광역시 수성구 달구벌대로647길 30,대구매호초등학교,1109466.139999999897555,1761232.260000000009313,053-232-4580
학교,초등학교,27110,4223036,대구광역시 중구 남산로2길 125,대구명덕초등학교,1098329.483000000007451,1762880.239999999990687,053-232-0606
학교,초등학교,27140,4226241,대구광역시 동구 안심로49길 70,대구반야월초등학교,1109306.736999999964610,1764199.801999999908730,053-232-2373
학교,초등학교,27140,4226093,대구광역시 동구 동촌로42길 35-14,대구방촌초등학교,1104981.354999999981374,1765520.218000000109896,053-232-3430
학교,초등학교,27260,4238370,대구광역시 수성구 지범로41길 33,대구범물초등학교,1103417.733999999938533,1758938.516000000061467,053-232-4047
학교,초등학교,27260,4238062,대구광역시 수성구 달구벌대로489길 55,대구범어초등학교,1102275.337999999988824,1763273.492000000085682,053-232-1782
학교,초등학교,27260,4238231,대구광역시 수성구 범안로4길 22,대구범일초등학교,1102879.510000000009313,1758358.790999999968335,053-232-4120
학교,초등학교,27260,4238227,대구광역시 수성구 범안로20길 8,대구복명초등학교,1103635.331000000005588,1758513.101999999955297,053-232-4792
학교,초등학교,27140,4226147,대구광역시 동구 방천로3길 19,대구불로초등학교,1102294.064999999944121,1767355.969000000040978,053-232-3293
학교,초등학교,27110,4223058,대구광역시 중구 달구벌대로447길 10,대구삼덕초등학교,1100021.063000000081956,1763566.770000000018626,053-232-0473
학교,초등학교,27140,3142040,대구광역시 동구 파계로 525-11,대구서촌초등학교,1102028.898999999975786,1776552.111000000033528,053-232-2323
학교,초등학교,27260,4238412,대구광역시 수성구 청수로45길 27,대구성동초등학교,1102256.726999999955297,1761079.314000000013039,053-232-2800
학교,초등학교,27140,4226251,대구광역시 동구 안심로90길 9,대구송정초등학교,1111403.878999999957159,1764484.904000000096858,053-232-2544
학교,초등학교,27260,4238255,대구광역시 수성구 상화로5길 40,대구수성초등학교,1100302.537999999942258,1760647.780999999959022,053-232-0709
학교,초등학교,27110,4223065,대구광역시 중구 달성로22길 30,대구수창초등학교,1097802.817000000039116,1764727.287999999942258,053-232-0302
학교,초등학교,27140,3142021,대구광역시 동구 숙천로 17,대구숙천초등학교,1113135.685000000055879,1765212.952999999979511,053-232-9800
학교,초등학교,27260,4238096,대구광역시 수성구 달구벌대로631길 17,대구시지초등학교,1108657.855999999912456,1761476.083000000100583,053-232-4304
학교,초등학교,27260,4238102,대구광역시 수성구 달구벌대로650길 26,대구신매초등학교,1109206.391000000061467,1760656.199999999953434,053-232-4271
학교,초등학교,27140,4226075,대구광역시 동구 동북로71길 29,대구신성초등학교,1101891.915000000037253,1766535.107000000076368,053-232-2854
보훈,보훈,27290,3007031,대구광역시 달서구 화암로 301,대구지방보훈청,1091897.294999999925494,1756954.833000000100583,053-230-6010
학교,초등학교,27140,4226176,대구광역시 동구 송라로6길 5,대구신천초등학교,1101199.378999999957159,1764478.516000000061467,053-232-1173
학교,초등학교,27140,3142028,대구광역시 동구 아양로 221,대구아양초등학교,1102661.776000000070781,1766248.904000000096858,053-232-1300
학교,초등학교,27140,4226278,대구광역시 동구 율하동로23길 66,대구안일초등학교,1107899.629999999888241,1764530.695999999996275,053-232-2501
