,유형,상세분류,시군구코드,도로명코드,도로명주소,기관명,위치X,위치Y,전화번호,가점척도
117,국세,세무서,27140,3007001,대구광역시 동구 국채보상로 895,동대구세무서,1101933.051,1764013.239,053-749-0200,0
120,국세,세무서,27230,3007022,대구광역시 북구 원대로 118,북대구세무서,1097789.145,1766240.043,053-350-4200,0
125,국세,세무서,27290,4241100,대구광역시 달서구 당산로38길 33,서대구세무서,1094835.081,1762447.637,053-659-1200,0
128,국세,세무서,27260,2007002,대구광역시 수성구 달구벌대로 2362,수성세무서,1101200.85,1763082.776,053-749-6200,0
680,법원,민원실,27260,3007004,대구광역시 수성구 동대구로 364,종합민원실,1101920.869,1763450.097,053-757-6571,0
682,법원,민원실,27290,3147037,대구광역시 달서구 장산남로 30,종합민원실,1092785.387,1762323.555,053-570-2020,0
735,법원,법원,27290,3147037,대구광역시 달서구 장산남로 30,대구가정법원,1092785.387,1762323.555,053-570-1500,0
737,법원,법원,27260,3007004,대구광역시 수성구 동대구로 364,대구고등법원,1101920.869,1763450.097,053-757-6600,0
739,법원,법원,27260,3007004,대구광역시 수성구 동대구로 364,대구지방법원,1101920.869,1763450.097,053-757-6600,0
845,법원,지원,27290,3147037,대구광역시 달서구 장산남로 30,서부지원,1092785.387,1762323.555,053-570-2114,0
848,병무,부속기관,27140,3142054,대구광역시 동구 첨복로 10,중앙신체검사소,1111359.632,1765225.605,053-607-0228,0
852,병무,지방청,27140,3142008,대구광역시 동구 동내로 63,대구경북지방병무청,1111453.543,1765208.38,053-607-6351,0
375,보훈,보훈,27140,4226075,대구광역시 동구 동북로71길 33,국립신암선열공원관리소,1102088.265,1766593.738,053-945-5141,0
404,보훈,보훈,27290,3007031,대구광역시 달서구 화암로 301,대구지방보훈청,1091897.295,1756954.833,053-230-6010,0
410,보훈,보훈,27290,3007031,대구광역시 달서구 화암로 301,제대군인지원센터,1091897.295,1756954.833,1577-6339,0
